search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de filtros do alto-falante,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Modelo alfanumérico,Voltagem,Tipos de alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Cor
1664, Caixinha De Som Bluetooth Jbl Clip 2 - A Prova Dágua ,250,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2389
		
		 sem juros
		
	

	
		",89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,344,https://perfil.mercadolivre.com.br/AMEW3358062,https://produto.mercadolivre.com.br/MLB-1192656748-caixinha-de-som-bluetooth-jbl-clip-2-a-prova-dagua-_JM,308,25,5,1,5,#1192656748,JBL,Clip 2,3 W,Ativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,80 dB,143 cm,94 cm,94 cm,NA,NA
1665, Conector De Carga Caixa De Som Jbl 3 Micro Usb 05 Pçs ,25,NA,"
			
				Novo
			
			
				
					 - 
				
				50
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 567
		
		 sem juros
		
	

	
		",67,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.0,1,https://perfil.mercadolivre.com.br/EDUBHTE1,https://produto.mercadolivre.com.br/MLB-1093957537-conector-de-carga-caixa-de-som-jbl-3-micro-usb-05-pcs-_JM,NA,NA,NA,NA,NA,#1093957537,JBL,USB,10 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666, Caixinha De Som Para Celular Bluetooh Radio Fm 5w Rms Usb Sd ,79,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(32 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 764
		
		 sem juros
		
	

	
		",64,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/I.GO+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1149448287-caixinha-de-som-para-celular-bluetooh-radio-fm-5w-rms-usb-sd-_JM,NA,NA,NA,NA,NA,#1149448287,Wireless Speaker,HF-Q3,5 W,Ativo/Passivo,NA,NA,Portátil,HF-Q3,DC5V,Woofer,Mesa,Caixa,2.1,1,USB,NA,9.5 cm,9.5 cm,10.8 cm,480 g,NA
1667, Caixa De Som Amplificada 300w Rms Bluetooth Usb Bateria Led ,639,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6107
		
		 sem juros
		
	

	
		",07,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/SULMART+BR,https://produto.mercadolivre.com.br/MLB-1257320770-caixa-de-som-amplificada-300w-rms-bluetooth-usb-bateria-led-_JM,NA,NA,NA,NA,NA,#1257320770,Multilaser,SP290,300 W,Ativo,NA,NA,NA,NA,NA,NA,De piso,Torre de Som,NA,NA,NA,NA,NA,NA,NA,8.5 kg,NA
1668, Mini Caixa Som Bluetooth S/ Fio Feitun 3w Rms Muito Potente ,59,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(995 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 681
		
		 sem juros
		
	

	
		",81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MOBILETECHRJ,https://produto.mercadolivre.com.br/MLB-1246521675-mini-caixa-som-bluetooth-s-fio-feitun-3w-rms-muito-potente-_JM,NA,NA,NA,NA,NA,#1246521675,Feitun,FN0006,3 W,Woofer,NA,NA,NA,NA,NA,Subwoofer,"Casa, Rua",Redondo,Bluetooth,NA,NA,NA,NA,NA,NA,74 g,NA
1669, Caixa De Som Bluetooth Com Microfone Portatil Usb P10 Fm Sd ,229,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(995 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1908
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TUDO+SOUND,https://produto.mercadolivre.com.br/MLB-1084722569-caixa-de-som-bluetooth-com-microfone-portatil-usb-p10-fm-sd-_JM,NA,NA,NA,NA,NA,#1084722569,Grasep,D-BH8101,NA,NA,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,3.5 kg,NA
1670, Caixa Som Bluetooth Xtreme 40w + Carregador Samsung Original ,199,NA,"
			
				Novo
			
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1658
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COMPRE+F%C3%81CILBR1,https://produto.mercadolivre.com.br/MLB-1209986053-caixa-som-bluetooth-xtreme-40w-carregador-samsung-original-_JM,NA,NA,NA,NA,NA,#1209986053,Xtreme,Xtreme,40 W,Passivo,20 kHz,70 Hz,Caixa Portátil,Xtreme com Alça,NA,NA,NA,Circular,NA,2,USB,80 dB,NA,NA,NA,NA,NA
1671, Mini Caixa De Som Speaker Audio Dock Portatil Tablet Celular ,65,NA,"
			
				Novo
			
			
				
					 - 
				
				67
				vendidos
			
		",(66 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 546
		
		 sem juros
		
	

	
		",46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,1.6,5,https://perfil.mercadolivre.com.br/IMPORTTGOLD,https://produto.mercadolivre.com.br/MLB-884350098-mini-caixa-de-som-speaker-audio-dock-portatil-tablet-celular-_JM,0,0,1,1,3,#884350098,amgagada,800440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 g,Branco
1672, Caixa De Som Bluetooth Anker Soundcore Boost 20w Ipx5 Top ,455,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3792
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PLANETASMARTCELL,https://produto.mercadolivre.com.br/MLB-1061957814-caixa-de-som-bluetooth-anker-soundcore-boost-20w-ipx5-top-_JM,NA,NA,NA,NA,NA,#1061957814,Anker,SoundCore Boost A3145,20 W,NA,NA,NA,SoundCore,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,300 g,NA
1673, Obasound Caixa De Som Portátil 80w Bluetooth 7 Em 1 Obabox ,549,NA,"
			
			
				
				2
				vendidos
			
		",(174 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5256
		
		 sem juros
		
	

	
		",56,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/OBABOX+OFICIAL?brandId=1371,https://produto.mercadolivre.com.br/MLB-1244322885-obasound-caixa-de-som-portatil-80w-bluetooth-7-em-1-obabox-_JM,NA,NA,NA,NA,NA,#1244322885,Obabox,ObaSound,80 W,NA,NA,NA,NA,NA,Bivolt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5 kg,NA
1674, Capa Case Jbl Flip 3 Rígida Em Couro Pu Transp De Acessórios ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,671,https://perfil.mercadolivre.com.br/JKRDEARAUJO,https://produto.mercadolivre.com.br/MLB-889381740-capa-case-jbl-flip-3-rigida-em-couro-pu-transp-de-acessorios-_JM,576,69,12,4,10,#889381740,JBL,Flip 3,16 W,Passivo,20 kHz,85 Hz,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA
1675, Caixa Ativa 8 Master Voice Bluetooth Bateria + Microfone Mv8 ,199,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(97 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1902
		
		 sem juros
		
	

	
		",02,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASAR%C3%83O+SOM1,https://produto.mercadolivre.com.br/MLB-717896082-caixa-ativa-8-master-voice-bluetooth-bateria-microfone-mv8-_JM,NA,NA,NA,NA,NA,#717896082,Master Voice,NA,NA,NA,NA,NA,NA,NA,NA,Woofer,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,2.7 kg,NA
1676, Caixa De Som Bluetooth Resistente A Água Kaidi Kd-805 ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1582
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RGSHOPGAMES,https://produto.mercadolivre.com.br/MLB-1248798017-caixa-de-som-bluetooth-resistente-a-agua-kaidi-kd-805-_JM,NA,NA,NA,NA,NA,#1248798017,Kaidi,KLD-805,16 W,Passivo,NA,NA,NA,NA,NA,NA,NA,Line array,NA,NA,NA,80 dB,NA,NA,NA,NA,NA
1677, Conector De Carga Jbl 3 Charge 05 Pecas ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",1,"
	
		
			
		
		4x 
		
			
				R$ 662
		
		 sem juros
		
	

	
		",62,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2373,https://perfil.mercadolivre.com.br/EDUBHTE1,https://produto.mercadolivre.com.br/MLB-1182313142-conector-de-carga-jbl-3-charge-05-pecas-_JM,1758,335,138,53,89,#1182313142,JBL,USB,20 W,Ativo,20 Hz,65 Hz,NA,NA,NA,NA,NA,Caixa,NA,2,NA,80 dB,NA,NA,NA,NA,NA
1678, Caixa De Som Potente 40cm Barra Bass Grave Subwoofer 20watts ,123,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1032
		
		 sem juros
		
	

	
		",32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/OICOMPREI,https://produto.mercadolivre.com.br/MLB-1228744250-caixa-de-som-potente-40cm-barra-bass-grave-subwoofer-20watts-_JM,NA,NA,NA,NA,NA,#1228744250,H'maston,B28S,10 W,Redondo,NA,NA,NA,NA,NA,Hi-Res,De piso,Caixa,Estéreo,NA,NA,NA,NA,NA,NA,800 g,NA
1679, Capa Bolsa Caixa Som Jbl Clip 2 Ou 3 Rígida (somente Case) ,59,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 682
		
		 sem juros
		
	

	
		",82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/OLIVEIRATHIAGOAUGUSTO,https://produto.mercadolivre.com.br/MLB-1213209825-capa-bolsa-caixa-som-jbl-clip-2-ou-3-rigida-somente-case-_JM,NA,NA,NA,NA,NA,#1213209825,JBL,Clip 2 - Case LTGEM,3 W,case,NA,NA,NA,NA,NA,Mini tweeter,NA,Caixa,NA,1,NA,NA,NA,NA,NA,NA,Preto
1680, Caixa De Som Com Bluetooth 40w Portátil Rodinhas Fm Usb Mic ,340,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(979 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2840
		
		 sem juros
		
	

	
		",40,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EMP%C3%93RIO-VIRTUAL,https://produto.mercadolivre.com.br/MLB-1177066525-caixa-de-som-com-bluetooth-40w-portatil-rodinhas-fm-usb-mic-_JM,NA,NA,NA,NA,NA,#1177066525,Grasep,DBH8104,40 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA
1681, Speaker Caixa Som Bluetooth Trendwoo Pocket - X 10w ,69,NA,"
			
				Novo
			
			
				
					 - 
				
				27
				vendidos
			
		",(73 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 668
		
		 sem juros
		
	

	
		",68,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/SWA+MOBILE,https://produto.mercadolivre.com.br/MLB-811438495-speaker-caixa-som-bluetooth-trendwoo-pocket-x-10w-_JM,NA,NA,NA,NA,NA,#811438495,Trendwoo,Pocket - x,5 W,NA,NA,NA,NA,NA,NA,Indoor,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA
1682, Caixa Som Amplificada Portátil Cm 300 Bt Usb Fm 300w - Frahm ,522,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(9999 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4358
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FRASSATTOIMPORTS,https://produto.mercadolivre.com.br/MLB-1039830121-caixa-som-amplificada-portatil-cm-300-bt-usb-fm-300w-frahm-_JM,NA,NA,NA,NA,NA,#1039830121,Frahm,Frahm Cm 300 Bt,300 W,Ativo/Passivo,NA,NA,CM,NA,NA,NA,Portátil,NA,NA,NA,NA,NA,NA,NA,NA,3.9 kg,NA
1683, Caixa De Som Bluetooth Sumay Thunder Black 400w Profissional ,829,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(100 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7923
		
		 sem juros
		
	

	
		",23,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,72,https://perfil.mercadolivre.com.br/LOJAVALENCIO,https://produto.mercadolivre.com.br/MLB-1070226975-caixa-de-som-bluetooth-sumay-thunder-black-400w-profissional-_JM,53,10,6,1,2,#1070226975,Sumay,Thunder Black,400 W,Ativo,NA,NA,NA,SM-CAP12T,NA,"Alto-falante 12”, Subwoofer 12”, Tweeter 5”",De piso,Caixa,NA,NA,USB,NA,NA,NA,NA,NA,NA
1684, Caixa De Som Bluetooth Jbl Clip 2 Preta ,220,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2106
		
		 sem juros
		
	

	
		",06,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,22,https://perfil.mercadolivre.com.br/SQICOMERCIOESERVICOSLTDA,https://produto.mercadolivre.com.br/MLB-1200306221-caixa-de-som-bluetooth-jbl-clip-2-preta-_JM,18,2,0,0,1,#1200306221,JBL,Clip 2,3 W,Ativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,80 dB,143 mm,94 mm,94 mm,NA,Preto
1685, Caixa De Som Bluetooth Jbl Go 2 Portátil Original - Vermelho ,166,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1383
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1531,https://perfil.mercadolivre.com.br/THIAGOFRANCISBRASIL,https://produto.mercadolivre.com.br/MLB-1160367442-caixa-de-som-bluetooth-jbl-go-2-portatil-original-vermelho-_JM,1406,98,19,4,4,#1160367442,JBL,GO 2,3 W,Ativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,184 g,NA
1686, Orico Bluetooth 4.0 Receptor Adaptador 3.5mm ,130,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1083
		
		 sem juros
		
	

	
		",83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CENTERFLIPER_ARCADE,https://produto.mercadolivre.com.br/MLB-1169405826-orico-bluetooth-40-receptor-adaptador-35mm-_JM,NA,NA,NA,NA,NA,#1169405826,Orico,ORICO BTS01,NA,High Quality Bluetooth Audio Receiver,NA,NA,ORICO 4.0 Wireless Bluetooth Receiver,NA,NA,Bluetooth Receptor,Bluetooth Wireless Connection,Caixa,4.0,NA,NA,NA,NA,NA,NA,NA,NA
1687, Caixa Som Amplificada 500w Bluetooth Portátil + 2 Microfones ,742,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(86 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7094
		
		 sem juros
		
	

	
		",94,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,164,https://perfil.mercadolivre.com.br/JDCOMERCIALRA,https://produto.mercadolivre.com.br/MLB-1236349005-caixa-som-amplificada-500w-bluetooth-portatil-2-microfones-_JM,117,27,11,4,5,#1236349005,Amvox/Knup,ACA501 NEW X/KPM0001 PRETO BIVOL,500 W,Ativo,NA,NA,NA,NA,110/220V (Bivolt),Woofer e Tweeter,De piso,Caixa,2.1,NA,NA,NA,NA,NA,NA,13.64 kg,Preto
1688, Caixa Caixinha Som Portatil Via Bluetooth Mp3 Pendrive Pc ,65,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(54 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 547
		
		 sem juros
		
	

	
		",47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BRANCASHOP,https://produto.mercadolivre.com.br/MLB-941338183-caixa-caixinha-som-portatil-via-bluetooth-mp3-pendrive-pc-_JM,NA,NA,NA,NA,NA,#941338183,Yes,MS-147BT,NA,Ativo,NA,NA,Mobile Multimedia Speaker,Caixa De Som Portátil Bluetooth Amplificada,NA,NA,NA,Caixa,NA,2,Auxiliar,NA,NA,NA,NA,NA,Preto
1689, Mini Caixa De Som Á Prova D'água Bluetooth Piscina Banho Mp ,46,NA,"
			
				Novo
			
			
				
					 - 
				
				61
				vendidos
			
		",(9938 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 868
		
		 sem juros
		
	

	
		",68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,2.0,2,https://perfil.mercadolivre.com.br/CLICKDODESCONTO,https://produto.mercadolivre.com.br/MLB-777735669-mini-caixa-de-som-a-prova-dagua-bluetooth-piscina-banho-mp-_JM,NA,NA,NA,NA,NA,#777735669,M&P,Bluetooth,5 W,NA,NA,NA,NA,NA,NA,NA,"De teto,De parede",NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA
1690, Caixa De Som Portátil Charge Mini 3+ Bluetooth Fm Pen Drive ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				20
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 740
		
		 sem juros
		
	

	
		",40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GUILHERME+VANUCHI,https://produto.mercadolivre.com.br/MLB-1281217983-caixa-de-som-portatil-charge-mini-3-bluetooth-fm-pen-drive-_JM,NA,NA,NA,NA,NA,#1281217983,JBL,CHARGE MINI 3+,20 W,Passivo,NA,NA,Creature,NA,NA,Subwoofer,Lazer,Caixa,7.1,NA,NA,NA,NA,NA,NA,400 g,NA
1691, Carcaça Externa Caixa Som Jbl Charge 3 (gg) Original - Preto ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,330,https://perfil.mercadolivre.com.br/BSTECNLOGIA,https://produto.mercadolivre.com.br/MLB-1179523255-carcaca-externa-caixa-som-jbl-charge-3-gg-original-preto-_JM,286,32,5,2,4,#1179523255,JBL,Charge 3,NA,Passivo,20 kHz,65 Hz,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA
1692, Kit 10 Caixa Som Bluetooth Caixinha Prova Agua Banheiro Atac ,169,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(996 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1417
		
		 sem juros
		
	

	
		",17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELLECTRO.COM.BR,https://produto.mercadolivre.com.br/MLB-1234692784-kit-10-caixa-som-bluetooth-caixinha-prova-agua-banheiro-atac-_JM,NA,NA,NA,NA,NA,#1234692784,CYC,BTS-06,5 W,NA,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,80 dB,NA,NA,NA,NA,Branca
1693, Mini Caixa Som Bluetooth Portátil Rádio Fm Usb Micro Sd 8w ,38,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 642
		
		 sem juros
		
	

	
		",42,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/IMPORT+SPACE,https://produto.mercadolivre.com.br/MLB-1140848227-mini-caixa-som-bluetooth-portatil-radio-fm-usb-micro-sd-8w-_JM,NA,NA,NA,NA,NA,#1140848227,Grasep,BH1064,6 W,Ativo/Passivo,22000 Hz,120 Hz,Portatil,BH1064,DC5V,Woofer,Mesa,Caixa,2.1,1,USB,NA,12 cm,9 cm,14 cm,465 g,NA
1694, Caixa Som Jbl Blutooth Partybox 300 Preta ,2699,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 22492
		
		 sem juros
		
	

	
		",92,NA,Entrega a combinar com o vendedor,NA,NA,4.8,35,https://perfil.mercadolivre.com.br/TOPSERRANA,https://produto.mercadolivre.com.br/MLB-1189626309-caixa-som-jbl-blutooth-partybox-300-preta-_JM,30,4,0,0,1,#1189626309,JBL,PartyBox 300,120 W,Ativo,20 kHz,20 Hz,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA
1695, Caixa De Som Bluetooth - Pendrive - Sd - Auxiliar - Charge 3 ,99,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 956
		
		 sem juros
		
	

	
		",56,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2373,https://perfil.mercadolivre.com.br/GRD+AUTOPARTS,https://produto.mercadolivre.com.br/MLB-1271606992-caixa-de-som-bluetooth-pendrive-sd-auxiliar-charge-3-_JM,1758,335,138,53,89,#1271606992,JBL,Charge 3,20 W,Passivo,20 kHz,65 Hz,NA,NA,NA,Subwoofer,Portatil,Caixa,5.1,2,NA,80 dB,NA,NA,NA,NA,NA
