search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Tipo de funda,Color
1994, Para Apple Iphone 8 Plus | Iphone 8 Plus Funda Slim... ,34.990,NA,0,3,6,5.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471718603-para-apple-iphone-8-plus-iphone-8-plus-funda-slim-_JM,NA,NA,NA,NA,NA,#471718603,NA,NA,NA,NA
1995, Funda Con Batería Para iPhone 8 Plus - Estuches... ,108.990,NA,0,3,6,18.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471730279-funda-con-bateria-para-iphone-8-plus-estuches-_JM,NA,NA,NA,NA,NA,#471730279,NA,NA,NA,NA
1996, Para Apple iPhone 8 7 Plus Funda A Prueba De Golpes + 2... ,29.990,NA,0,10,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471753011-para-apple-iphone-8-7-plus-funda-a-prueba-de-golpes-2-_JM,NA,NA,NA,NA,NA,#471753011,NA,Apple,NA,NA
1997, Nuevo Vera Bradley Funda iPhone 7 Plus 8 Plus Acolchada... ,32.990,NA,0,10,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471820820-nuevo-vera-bradley-funda-iphone-7-plus-8-plus-acolchada-_JM,NA,NA,NA,NA,NA,#471820820,NA,Apple,NA,NA
1998, Funda iPhone 8 Plus 7 Plus Con Protector De... (for Iphon.) ,35.990,NA,0,10,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471822521-funda-iphone-8-plus-7-plus-con-protector-de-for-iphon-_JM,NA,NA,NA,NA,NA,#471822521,NA,Apple,NA,NA
1999, Funda iPhone 8 Plus I-blason Aegis Cubierta Completa... ,43.990,NA,0,10,6,7.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-471834214-funda-iphone-8-plus-i-blason-aegis-cubierta-completa-_JM,NA,NA,NA,NA,NA,#471834214,NA,Apple,NA,NA
2000," Funda De Batería Para iPhone 8 Plus / 7 Plus, Alpatronix... ",56.990,NA,0,5,6,9.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472503332-funda-de-bateria-para-iphone-8-plus-7-plus-alpatronix-_JM,NA,NA,NA,NA,NA,#472503332,NA,NA,NA,NA
2001, Para El iPhone Se 6s 7 8 Plus / X Funda De Cuero Elegante... ,35.990,NA,0,10,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472503868-para-el-iphone-se-6s-7-8-plus-x-funda-de-cuero-elegante-_JM,NA,NA,NA,NA,NA,#472503868,Samsung,NA,Flip Cover,NA
2002, Para iPhone 8 / 8plus Funda Impermeable Armadura Rígida... ,39.990,NA,0,9,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472505801-para-iphone-8-8plus-funda-impermeable-armadura-rigida-_JM,NA,NA,NA,NA,NA,#472505801,Samsung,NA,NA,NA
2003, Funda iPhone Xr 8 Plus Cuerpo Completo Aluminio A Prueba... ,36.990,NA,0,10,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472505888-funda-iphone-xr-8-plus-cuerpo-completo-aluminio-a-prueba-_JM,NA,NA,NA,NA,NA,#472505888,Samsung,NA,NA,Negro
2004, Para iPhone X 8 7 Plus Samsung S9 S8 Funda Impermeable... ,28.990,NA,0,10,6,4.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472506802-para-iphone-x-8-7-plus-samsung-s9-s8-funda-impermeable-_JM,NA,NA,NA,NA,NA,#472506802,Samsung,Samsung,NA,Rosa
2005, Para El iPhone Xs Max 8 7 6 Plus Funda Samsung Galaxy... ,30.990,NA,0,10,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472507940-para-el-iphone-xs-max-8-7-6-plus-funda-samsung-galaxy-_JM,NA,NA,NA,NA,NA,#472507940,Samsung,Samsung,NA,Negro
2006, Para Apple iPhone 8 Plus Funda Silicona Cubierta... ,24.990,NA,0,10,6,4.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472510088-para-apple-iphone-8-plus-funda-silicona-cubierta-_JM,NA,NA,NA,NA,NA,#472510088,Samsung,Apple,Bumper,Claro
2007, iPhone Xs Max X 8 7 6 Plus Funda... (for Samsu.) ,39.990,NA,0,10,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472511395-iphone-xs-max-x-8-7-6-plus-funda-for-samsu-_JM,NA,NA,NA,NA,NA,#472511395,Samsung,NA,NA,Negro
2008, iPhone X Xs Max Xr Funda 7 8 Plus Cubierta... (samsung G.) ,47.990,NA,0,3,6,7.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472512123-iphone-x-xs-max-xr-funda-7-8-plus-cubierta-samsung-g-_JM,NA,NA,NA,NA,NA,#472512123,Samsung,Samsung,NA,Negro
2009, Funda iPhone 8 Plus Protector De Pantalla... (for Samsu.) ,39.990,NA,0,10,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472512566-funda-iphone-8-plus-protector-de-pantalla-for-samsu-_JM,NA,NA,NA,NA,NA,#472512566,Samsung,NA,NA,Negro
2010, iPhone 8 Plus Funda Para Teléfono De Falda... (3 Kittens) ,47.990,NA,0,20,6,7.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472513041-iphone-8-plus-funda-para-telefono-de-falda-3-kittens-_JM,NA,NA,NA,NA,NA,#472513041,Apple,Genérico,Flip Cover,Negro
2011, Para iPhone 8 Plus / 7 Plus Diseño Cartera De Cuero Funda... ,31.990,NA,0,9,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472514470-para-iphone-8-plus-7-plus-diseno-cartera-de-cuero-funda-_JM,NA,NA,NA,NA,NA,#472514470,Apple,NA,Flip Cover,NA
2012, Para El iPhone 6s 7 8plus Funda Protectora De Lujo Con... ,38.990,NA,0,9,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472515754-para-el-iphone-6s-7-8plus-funda-protectora-de-lujo-con-_JM,NA,NA,NA,NA,NA,#472515754,Apple,NA,Flip Cover,Negro
2013," Funda Pelican Para iPhone - Cabe 8 Plus, 7 6s 6 Plus... ",94.990,NA,0,3,6,15.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472516305-funda-pelican-para-iphone-cabe-8-plus-7-6s-6-plus-_JM,NA,NA,NA,NA,NA,#472516305,Apple,NA,NA,NA
2014, Prodigee Wallegee Black iPhone 8 Plus 5.5 Funda Con Tapa... ,57.990,NA,0,10,6,9.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472516433-prodigee-wallegee-black-iphone-8-plus-55-funda-con-tapa-_JM,NA,NA,NA,NA,NA,#472516433,Apple,NA,Flip Cover,NA
2015, Funda Con Tapa Plegable Y Única Para El iPhone 7 8 Plus... ,52.990,NA,0,3,6,8.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472516542-funda-con-tapa-plegable-y-unica-para-el-iphone-7-8-plus-_JM,NA,NA,NA,NA,NA,#472516542,Apple,NA,Flip Cover,NA
2016, Nuevo For iPhone 7/8/7 Plus / 8 Plus Bling Diamond Funda... ,32.990,NA,0,4,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472516595-nuevo-for-iphone-787-plus-8-plus-bling-diamond-funda-_JM,NA,NA,NA,NA,NA,#472516595,Apple,NA,Flip Cover,NA
2017, Ghostek Funda Náutica iPhone 7/8 Plus Rosa ,63.990,NA,0,3,6,10.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472516669-ghostek-funda-nautica-iphone-78-plus-rosa-_JM,NA,NA,NA,NA,NA,#472516669,Apple,NA,NA,NA
2018," Shanshui Funda Cartera Comaptible iPhone 7 Plus / 8 Plus,... ",40.990,NA,0,3,6,6.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472517006-shanshui-funda-cartera-comaptible-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#472517006,Apple,NA,Flip Cover,NA
2019, Para iPhone X 7 Y 8 Plus Funda Con Tapa Para Tarjeta De... ,31.990,NA,0,10,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472517168-para-iphone-x-7-y-8-plus-funda-con-tapa-para-tarjeta-de-_JM,NA,NA,NA,NA,NA,#472517168,Apple,Genérico,Flip Cover,Negro
2020, Para iPhone 8 Plus Wallet Funda Con Tapa De Cuero De Pu... ,31.990,NA,0,10,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472517670-para-iphone-8-plus-wallet-funda-con-tapa-de-cuero-de-pu-_JM,NA,NA,NA,NA,NA,#472517670,Apple,NA,Flip Cover,Negro
2021, Por Apple iPhone 8 7 Plus Negro Funda Con Tapa... ,30.990,NA,0,7,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472518055-por-apple-iphone-8-7-plus-negro-funda-con-tapa-_JM,NA,NA,NA,NA,NA,#472518055,Apple,Apple,Flip Cover,Negro
2022, Carcasa Celular Madera Para iPhone 6/6s/7/8 Plus Ganesha ,9.990,NA,3,7,12,832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SAPEAR,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=1W5ym0P0YGfFq8dJ7WRp3VGkQmftYSPqUvGeUVGZEdErDVxvljFYSVM19VvWC1QUnLRxi0AtqbeAf%2FwaPufE6Rp%2BzZtTHEiYMrnDOXF6zfhYKS6FvwKv2LuxTvTaVPKhmJ4hqRqpz9tPf%2BRCt7x%2FWpOxJU00aof113qYZV1ui4Fb8JEkohm6XMq5eyVx7RJTnLglScDwbmFBCS%2FqFLphajfJIlJP8vZyzttPKuQpsb6l7Gt5EyFX8s3g%2B51zm2KhPwi%2FZqyii5yKLQqrcDs1jmY3JEtLnVYkTKHgJXoQdHKOPh7hO%2Fu97nJqErFl1j6Xc%2FhGlps9EZiTjxYozT5tGYpaJT9L%2Fcn0MwsZoyiDZn4EclSvkGeaulyCotRRLYIat6UnphePWuqNSKChR0jsGE3L7O7Wa%2FchwWWArH4Ki9eXhZdsOWdd9grLKb0B9D12aX2N1VTVxBzx%2B5HiihDC3Vz0zrsrf1WZnR9gwEaSQn7zTuBoVHm98zfM3g%2B4iF5ezpza0iQ8fOFFduV9np9LkdBU883eFgEtsKxpvk3Hn2QGuRizdkPpwQeBX2JcIHhrRrZbSc1g9Cf%2BD%2FtwSkeQkD451zdsXVDGgm2QaDqfVWxRAnz2BdSpy4kxPs8aKFuLlAy9Srnracod0pDt8xHhF8iyKI8VGUG2shqz9WQvO%2Fvx9MXmyro2jitXloIZjAEp90IHXlKVRzx%2BCq3MEcKzIT3nyfnGRYxC6xXZNRUp4%2FScOzjMFaMESEnKW2BApXClHXOkrR3%2B4sLqkZV9FNZnBV2Lc3DgZP9uX2QOIENHmtJbOksapcURCWI7YSSxkSDGgpufaNI%2FXah%2FIJP0i5acPotN9vOmcgSo1mzYMAp0ux%2B3K9Fwg1YLlxItw7CBKeLP0kIMhGs3hQ5Q%2BsMhwZgEVfeTJu8iTg2%2BJ8TKOZjhk59u3iThlN1s2ZcvjleCPfaxGcga34JFZfndA4DkiKLTm1W%2BiB7rsFuVuLezpb3GYynrccoYvGy2tw47R%2FC7%2BZvGuWZIcvfZbGePDq53emdRuG8IKuzDDvzyrvWC8VcW0rETcYgyrGCx9eWJ4zGNGkyZGZI6BaaGNwe%2BYyvMpwEaZkFMRMRGfcoRQ4R3yPszYyJySMkpn58y1fU4Uf9FQ5Un0U%2Byo0Nu1jAr7DzLcTqCpjXKqW75PbYyJk8vsuA8OBEywkEbNcOItm06hGoAj1dzXc1ZiP2A8XvscYuv5wNAdndNGFU%2BRz0nSm70%2BfsEESzkgmJHvO%2B7DDOQ2EfkS0LlYb7GVz%2B9YSJw66QBJEfbpJFW85k4ljiWybAZ%2Bx4RPnr2%2BgRQwx%2FLCMGuwauMVIgYdLbStIaJ7eZFsLoMxz2gUC773kE7ekm6HEw6FzjmYBp9kZ8Vb%2BONIK6UtSN77g%2FqmXb7DS7OSpl1xAaEL%2FCj7ORCfd0p2emXAtcuD6iE6kUTeFkNTC%2B0e216f97CuGFGZIZd,NA,NA,NA,NA,NA,#464777258,Apple,NA,Carcasa,NA
2023, Apple iPhone 8 Plus Funda De Silicona Varios Colores A... ,24.990,NA,0,10,6,4.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472518120-apple-iphone-8-plus-funda-de-silicona-varios-colores-a-_JM,NA,NA,NA,NA,NA,#472518120,Apple,Apple,Carcasa,NA
2024, Para iPhone X 8 6s 7 Plus Funda Clear... (samsung G.) ,29.990,NA,0,10,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472518381-para-iphone-x-8-6s-7-plus-funda-clear-samsung-g-_JM,NA,NA,NA,NA,NA,#472518381,Samsung,Samsung,Bumper,Claro
2025, End Scene Funda iPhone 8 Plus / 7 Plus / 6s Plus / 6 Plus... ,26.990,NA,0,10,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472518784-end-scene-funda-iphone-8-plus-7-plus-6s-plus-6-plus-_JM,NA,NA,NA,NA,NA,#472518784,Apple,NA,Carcasa,NA
2026, Carcasa iPhone 7/8 Plus 360° Vidrio Templado Negro Baseus ,9.990,NA,3,3,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BERRIAKLTDA,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=HswJVn4qBhGA3F7wcdLNTOqnTWTEB9MppaUeguxIrwGUzvvGquKH0EibXZ9uHxJ9L2hQFX5Lq3PPL7ont31cxgdnwNaNEcOKiHYJ9vRX5YGj0jPWHVoqN0ipDSafIkX8dXaXJtJZGNtQQQw1WUaG%2FNMXm7%2FkEYn1dDa0I1BSLWwDcG%2BNYHeqEeVPqKbgvnevNDkIsTDwh%2F2LVp9o7dzuWJvtUP94ziY3yS8nKotwojDfMDvnUYp8tsl%2F6CWVYK6RCF6AV7pSsZnmaWxy1cdh%2F1t6tz1b5hcCreETPbgC6adU%2FlO8dJ9Zog%2BL6kWdiQ%2BB8vC6GzuS2l0mURWU%2Be3RaPhy%2BgYinTTtHwusL3jEo7EMBUHD5zjAsI0xYWL45%2B6yXfDB9bwVMPnip8zZBzW8JsGzEbJH3oKRp%2BcDKf28BnizpwKQE%2FH2ICwJrilFJFAy9yb9v78I5Q6Xyw6OHqmNikuTNiZlIYkAC7hU%2FeZ02KfysgDpJ22rycyMvcx3qMjWoK1l0x0V1iSLAc2ufE6xohvsIyr9AIGED1qi%2BGnoTBHIFojzKnNE4EFBvfvozBVPvVijDlahECyifujFc6WHe%2FriOiznBvZhPUdbFyFwovlfBudyh4mXJ4g2Seo7SNMuqa7CBOJKxpGBcAC9UexIEdO2e8cXs5n4XmjpQFcHFAhOTF26uNi2IGLW8Jc5EccOUnwrXNyweOuTBz2%2Fc8tie8mJ%2FvM%2BLkU290%2Bgg90Kz9Vc7qIWXm7jbNYJEPZX%2BcBPZSltaw6EDNsBaHTbNninCBWLYwed3zc%2Ff0gBW5GKhrgBw0uBx%2BQu0MdXopZVsk%2FG3Ex1UpDA8XDQTMxE%2FDc%2B6fuBQ%2Ft6zHBOhjVMmEf8DVrlkESmRgsd2Ij%2BgwF3en13A8gYyYeNN%2FcLvHQhpvCE4cPQVTb2gtGSPj6rBQn791MJ%2BV%2F7m7tCUbFuVBlvUTuYMTI3W9191SXNq84Ah0uwcltCicucQ2RzPYXDifNkvjT%2BVgA%2Fss5%2B1Q4%2FsWj%2BsryfjE%2Bn%2FBUg7Fpq8mw5gBO0qqUOfvgbYLzG1cZH55yEOStvKjEYqDJIEWfLSVl8xBjWXo7PQ%2Ba2AIsP7J4kQYQIbwNXDTMAdpy%2BwOE%2FgaKknQNdnCVhEDHMP9nTHrb2JCLAz%2B8So%2FVihqtALWEykH7r8ao86kA8IJtkvUJ9b%2BRxWviogVrSHFKtoC%2FKro0UlWHYX0ptXgxNBRzjBknH6UdfSNyNtSSwZA3aitgaOesIj8O%2Bz6edmK8mWPkWFO6FWauu8rOFKJ7%2FhElR9Cgdrl4WXJYe%2BTfe5JFzySQqtyx317UO3dr03SoYIexy3aaKLjgHSi7RMwwul1KQfC9C9QLW8%2FKsIRAf3gADey33iq5043nG9A91G0TkUEp6CM%2BqyMQoS9SSufGhNiG48sdNu2VH8%2BrtFzp3yTd2kxA3RVkz0xUF9yOajQwi1pKgCsZH0s2MSwN4J6A%3D,NA,NA,NA,NA,NA,#482951470,Apple,Baseus,Carcasa,NA
2027, For iPhone 6 6s 7 8 Plus Funda Extraíble De Cuero... ,38.990,NA,0,3,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472518826-for-iphone-6-6s-7-8-plus-funda-extraible-de-cuero-_JM,NA,NA,NA,NA,NA,#472518826,Apple,NA,Flip Cover,NA
2028, For iPhone Xs X 8 6s 7 Plus Funda Con Cremallera A Prueba... ,39.990,NA,0,3,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472518861-for-iphone-xs-x-8-6s-7-plus-funda-con-cremallera-a-prueba-_JM,NA,NA,NA,NA,NA,#472518861,Apple,NA,Flip Cover,Negro
2029, Caso For iPhone X 8 7 6 Plus Funda A Prueba De Golpes... ,29.990,NA,0,5,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472518863-caso-for-iphone-x-8-7-6-plus-funda-a-prueba-de-golpes-_JM,NA,NA,NA,NA,NA,#472518863,Apple,Genérico,Flip Cover,NA
2030, Para Manzana iPhone 8 Y 8 Plus Premium Funda Con Tapa De... ,32.990,NA,0,10,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472519028-para-manzana-iphone-8-y-8-plus-premium-funda-con-tapa-de-_JM,NA,NA,NA,NA,NA,#472519028,Apple,NA,Flip Cover,Negro
2031, Nuevo Para Apple iPhone 7 8 / Plus Funda Rígida... ,31.990,NA,0,7,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472519046-nuevo-para-apple-iphone-7-8-plus-funda-rigida-_JM,NA,NA,NA,NA,NA,#472519046,Apple,Apple,Flip Cover,Negro
2032, Por iPhone 8 Plus Tapa De La Funda De La Cartera Del... ,33.990,NA,0,10,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472519258-por-iphone-8-plus-tapa-de-la-funda-de-la-cartera-del-_JM,NA,NA,NA,NA,NA,#472519258,NA,NA,NA,NA
2033, Funda iPhone 6 6s 7 8 Plus Richbox Delgado Waterproof... ,57.990,NA,0,4,6,9.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472519824-funda-iphone-6-6s-7-8-plus-richbox-delgado-waterproof-_JM,NA,NA,NA,NA,NA,#472519824,Apple,NA,NA,Dorado
2034, Apple Funda De Silicona (para iPhone 8 Plus / iPhone 7... ,69.990,NA,0,5,6,11.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472520355-apple-funda-de-silicona-para-iphone-8-plus-iphone-7-_JM,NA,NA,NA,NA,NA,#472520355,Apple,Apple,Carcasa,NA
2035, Para Apple iPhone 8 Plus Funda De Cuero Con Tapa Y... ,35.990,NA,0,10,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472520379-para-apple-iphone-8-plus-funda-de-cuero-con-tapa-y-_JM,NA,NA,NA,NA,NA,#472520379,Apple,Apple,Flip Cover,NA
2036, Funda iPhone 7 Plus iPhone 8 Plus Supvin [soporte De... ,32.990,NA,0,5,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472520413-funda-iphone-7-plus-iphone-8-plus-supvin-soporte-de-_JM,NA,NA,NA,NA,NA,#472520413,Apple,NA,Carcasa,NA
2037," Funda De Mármol Funda iPhone 7 Plus Azul, Funda iPhone 8... ",32.990,NA,0,5,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472520557-funda-de-marmol-funda-iphone-7-plus-azul-funda-iphone-8-_JM,NA,NA,NA,NA,NA,#472520557,Apple,NA,Carcasa,NA
2038," Funda De Cuero Genuino Para Apple iPhone 7 8 Plus,... ",43.990,NA,0,5,6,7.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472520960-funda-de-cuero-genuino-para-apple-iphone-7-8-plus-_JM,NA,NA,NA,NA,NA,#472520960,Apple,Apple,Flip Cover,Negro
2039," Ice Frog Funda Billetera De iPhone 7/8 Plus 5.5 ,... ",46.990,NA,0,5,6,7.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472521319-ice-frog-funda-billetera-de-iphone-78-plus-55--_JM,NA,NA,NA,NA,NA,#472521319,Apple,NA,Carcasa,Negro
2040, Funda De Silicona Apple (para iPhone 8 Plus / iPhone 7... ,80.990,NA,0,6,6,13.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472521401-funda-de-silicona-apple-para-iphone-8-plus-iphone-7-_JM,NA,NA,NA,NA,NA,#472521401,Apple,Apple,Carcasa,NA
2041, Para Apple iPhone 8 Plus Funda Con Tapa Para Estuche De... ,35.990,NA,0,10,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472521605-para-apple-iphone-8-plus-funda-con-tapa-para-estuche-de-_JM,NA,NA,NA,NA,NA,#472521605,Apple,Apple,Flip Cover,Negro
2042, Funda Para iPhone 6 7 8 Plus Funda Con Clip Para Cinturón... ,28.990,NA,0,10,6,4.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY_USA,https://articulo.mercadolibre.cl/MLC-472522488-funda-para-iphone-6-7-8-plus-funda-con-clip-para-cinturon-_JM,NA,NA,NA,NA,NA,#472522488,Apple,NA,NA,Negro
