search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Conectores de entrada,Peso,Modelo,Potencia de salida (RMS),Altura,Tipos de filtros del parlante,Color
1820, Parlante Karaoke Pingüino Portátil Para Niños Azul ,49.99,NA,6,24,6,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MACROTEL+STORE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=c7xJvaPD7jvs3uvJnpxZkG6fjWzk%2FTB%2Fiatm52ZWEdrHligl6cI3XO6Lin4k%2FFdAihYvdlF%2BYXXIVvko3Y5P9IQfClAjYucMiPBjjLlyyPeDotBWJ6CZ%2F3H4NaP2uLcrvt%2FCy5llTRQ7fKQTvon2KmjXWir%2FYg8p49qikpdZvqUEIteBsXCvIk%2BVhByGOne5Uk2%2B2ihEYmlC5GcvqIE85NlsRGP8Wi6oSSqW2Qet8vPvkvY9lglaQ26Y1A9ecHfaQM9MmSbB09xNFdBHm4be7RYeD2QcWk4gTCcC32PH%2FiCpJZQWne%2FH%2FWT%2FfkWumi57nbTXKnpr4CR%2FdbqX1QpuUEG7Lut3H7Ezk3dF0nV7PJXR%2Fe%2BlFyqii9x8E646oJHmapCYd562tN9bAZtA5WV0wHDDbZ09znhFk3jc9NzGGrCGEUTraIWVFSDtmLBNVC%2BSi%2BWL1dhKCkpZaqDzFoaOWz56p%2B%2FzZ88fyQ8WpICYvKypBEycPS%2FT6XZQOlXl%2BFKe6PU5O7B2o0Sni9DwIs8z7WhM0ImRAvawReLgykxrEsOUAswsMBQKsdyoIm5geidwuceNkmIkDk6ieF0681SkN2Bs%2Bvj1Blfp6RHdu4Q%2BvR5oabMEssH%2BXnaH%2FkNW5BZ%2B8RgIPpwYfPzF6jBvgmx5UmR%2FDoorBf4BAki6u4%2BffqRAI3NWKZ40Nwgk%2BU4qrcRD3dPmGTAQ8halNrBKHV4c2SKhTJVvIe11%2FZGiLO7KUASiFVwu50L7Aw317PDbSnEX87pNlHLxWbpW4yXHKrFNwKxtqodNbA85VXXFggVBHYgPYHRPFznKnmZ0U%2FkI703%2BncOqdHsHOzfeSBviTCY%2FkZbWoQdo7RqhORmqBhR66Vg7itGT64a7Jx8tMgfQRjbqnP35yay7x%2FaoprSZCHllJpHe9eE6mOQ63nMgJZKj6DR6y7DXqa%2FYtsLCp%2FjSe6r8k%2FzT8PrFOxI%2FsE8%2Fce5gOBYY343mOPZmULB5bH02DncnDvM3wuQRzDgeYWOyqlLxhaelOMyC60tsmoN1RD5jeog%2BdCZWZJzj30RrUrWLUdKOgddhgdLsZQUQ%2BTyVws0jc4t%2F%2F0gfFQdDUkLm2sPc12Iqsa97sthVRkPDqe8pWlVFii2WUaZcq6vWE76yBRI%2FtUxu%2F1%2FCCYnfVP%2BDN4QchSteic4%2FdtIjvmuzdgXLG1mnzM6DVN%2BJWf0%2BCIFuyjg9zaJpeCB0JVk6y29EsCRzWqHfc2kDe4M5mt69fHcnQKII9Zos6Bj2B27DxYjP%2BbIVltaDcjhHacPSKJvSldUBuONiIzfslSdHcgdDQjS0soVu1nhQ7rGdRX3%2B%2F%2F3t6o9ujCn8weQCKnYBrLwwF29LTob%2FMUlYyxoLwP1NFcqggf%2B9x4S4oBdw%2FcI%2BSUgFqqNZTD0JjBPsAiHpmfr1B1vcS3FQpkBq8d2t1GbYvO8r5AajhYm%2BrU6wB3G6F21blpUgYaDhTC1wDJmIkR8ZbFf56437OY4Dpzg5tiBumqiP7vxEFTtbOhhHh5%2BEXnmaLQhKUx%2Bx62vQOrQExV7YdGaHJV4hDUoARdElOJ2FAw%2BBFfNoEBjOWW%2FasjyKmLm8EjL3vjEHM2xx%2BKqbkVu%2F,NA,NA,NA,NA,NA,#455683561,Fiddler Kids,USB,NA,FDK-2014BL,NA,NA,NA,Negro
1821," Mini Parlante Bluetooth Con Entrada Usb ,fm Y Lector De Sd ",15,NA,5,2,12,1.250,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GOME2399470,https://articulo.mercadolibre.cl/MLC-434223117-mini-parlante-bluetooth-con-entrada-usb-fm-y-lector-de-sd-_JM,NA,NA,NA,NA,NA,#434223117,NA,Auxiliar,NA,NA,NA,NA,NA,NA
1822," Altavoz Bluetooth Flotante Ice Harmony, Champagne ",185.045,NA,0,100,12,15.420,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-480407233-altavoz-bluetooth-flotante-ice-harmony-champagne-_JM,NA,NA,NA,NA,NA,#480407233,NA,NA,NA,NA,NA,NA,NA,NA
1823, Huawei Parlante Bluetooth Modelo Am08 Blanco - Prophone ,18.99,NA,5,985,6,3.165,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-444181099-huawei-parlante-bluetooth-modelo-am08-blanco-prophone-_JM,2,0,0,0,0,#444181099,Huawei,NA,0.25 kg,Swan,NA,NA,Activo,NA
1824, Macetero Inteligente Bluetooth Smart Music Florero Parlante ,10.5,NA,0,20,6,1.750,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CASALIVING,https://articulo.mercadolibre.cl/MLC-450985995-macetero-inteligente-bluetooth-smart-music-florero-parlante-_JM,NA,NA,NA,NA,NA,#450985995,NA,NA,NA,NA,NA,NA,NA,NA
1825, Parlante Charge G13 Bluetooth Fm Micro Sd Usb Mp3 ,7.29,NA,1,999,12,608,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HDFACTORY,https://articulo.mercadolibre.cl/MLC-462857754-parlante-charge-g13-bluetooth-fm-micro-sd-usb-mp3-_JM,NA,NA,NA,NA,NA,#462857754,NA,NA,240 g,NA,NA,NA,NA,NA
1826, Lámpara Táctil Parlante Inalámbrico Bluetooth - Electronika ,15,NA,0,100,12,1.250,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONIKASPA,https://articulo.mercadolibre.cl/MLC-485162780-lampara-tactil-parlante-inalambrico-bluetooth-electronika-_JM,NA,NA,NA,NA,NA,#485162780,NA,NA,NA,NA,NA,NA,NA,NA
1827, Tv Barra De Sonido 10w Sin Hilos Bluetooth Altavoz Sonar Bar ,25.467,NA,0,45,12,2.122,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AGENTWALKERSCL,https://articulo.mercadolibre.cl/MLC-481572121-tv-barra-de-sonido-10w-sin-hilos-bluetooth-altavoz-sonar-bar-_JM,NA,NA,NA,NA,NA,#481572121,AGENTW,NA,NA,AGENTW,NA,NA,NA,NA
1828, Parlante Bluetooth Prosound Negro ,15.99,NA,NA,3,12,1.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDA+MTEK?brandId=34,https://articulo.mercadolibre.cl/MLC-487052103-parlante-bluetooth-prosound-negro-_JM,NA,NA,NA,NA,NA,#487052103,NA,NA,NA,NA,NA,NA,NA,NA
1829, Patineta Electrica + Bluetooth + Parlante + Envio Gratis ,109.99,NA,0,100,12,9.166,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CHMI2336344,https://articulo.mercadolibre.cl/MLC-490446715-patineta-electrica-bluetooth-parlante-envio-gratis-_JM,NA,NA,NA,NA,NA,#490446715,NA,NA,NA,NA,NA,NA,NA,NA
1830, Parlante Bluetooth Mini Huawei Cm510 Verde - Prophone ,21.99,NA,0,15,6,3.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-496103160-parlante-bluetooth-mini-huawei-cm510-verde-prophone-_JM,NA,NA,NA,NA,NA,#496103160,Huawei,NA,NA,Cm510,NA,NA,Activo,NA
1831, Altavoz Bluetooth Premium Audioengine B2 (zebrawood) ,303.344,NA,0,100,12,25.279,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-481663005-altavoz-bluetooth-premium-audioengine-b2-zebrawood-_JM,NA,NA,NA,NA,NA,#481663005,NA,NA,NA,NA,NA,NA,NA,NA
1832, Radio Parlante Retro Am Fm Bluetooth Usb Recargable ,29.99,NA,1,9,12,2.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONIKASPA,https://articulo.mercadolibre.cl/MLC-459931605-radio-parlante-retro-am-fm-bluetooth-usb-recargable-_JM,NA,NA,NA,NA,NA,#459931605,NA,Auxiliar,NA,NA,NA,NA,NA,NA
1833, Foco Par Led 6 Rgb Luz Disco Fiesta Con Parlante Bluetooth ,9.99,NA,0,100,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-468585696-foco-par-led-6-rgb-luz-disco-fiesta-con-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#468585696,NA,NA,NA,NA,NA,NA,NA,NA
1834, Parlante Bluetooth Bose Soundlink Mini Soft Cover (gray) (ce ,30.357,NA,0,99,6,5.060,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-480663322-parlante-bluetooth-bose-soundlink-mini-soft-cover-gray-ce-_JM,NA,NA,NA,NA,NA,#480663322,Bose,NA,NA,NA,NA,NA,NA,NA
1835, Radio Parlante Vintage Am/fm Bluetooth Sd - Electronika ,32.99,NA,0,10,12,2.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONIKASPA,https://articulo.mercadolibre.cl/MLC-484942649-radio-parlante-vintage-amfm-bluetooth-sd-electronika-_JM,NA,NA,NA,NA,NA,#484942649,NA,NA,NA,NA,NA,NA,NA,NA
1836, Smalody Bluetooth 4.2 Barra De Sonido Led Altavoces Home ,19.427,NA,0,200,12,1.619,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TOMORROWTOPCL,https://articulo.mercadolibre.cl/MLC-486134551-smalody-bluetooth-42-barra-de-sonido-led-altavoces-home-_JM,NA,NA,NA,NA,NA,#486134551,Smalody,NA,NA,NA,NA,NA,NA,NA
1837, Parlante Portátil Batería Recargable Master-g ,39.99,NA,6,4,12,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ANGEL+STOCK,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=SgWDIg%2Flji2HY07VlytPw797PZ5SNfPMxMjstcFwAkTekdJLQx%2FV2uc%2FvtWBns8tEshYqIJpn9fPxZ5VhkU5Es5k4fgdT4Cqw3Pt8Bs%2BG9DJNl4ygdJD5TNHHi1Wonx%2FQQSUltBY%2BKynIFee04NZ68QCBWTw%2BF%2Fe7A%2BmKyI7wB8Lg5qL8OimoUSnAguwLs7FWUlJGFsD%2F22j%2FIMPOxMVAymnpzaEKzT01I55cQWZKzEE5gef59BK%2FhfRqmqXNxZkRayW8VxF%2F9GXBqDnn5iH5AYSSPBAi8g69yekoiGHli3qGQ4TykH%2BuP34BUSugbqRXOrd%2BlAqDADpb2cw83kP0vYQoEVmOVqQCierGU%2BxdpzysYPdGHSVy%2FdjFnVMM8VrDwLcDuHrzW7QxNzG2zO3KCQQpmWKP8WZgHlcsaXfpzfsE1vhKQlcEhb%2Fg5Q%2FTgPNDty54xs2%2BMtve%2FDYvWGkuZ4VuDjH8%2Bvcok8YM2kuFcISr1AXdoac4gmmiuzpo9TncO2mktSXOanyIyaXfuVVvyBwjXbI0Yn06XOpUGZcj2CzJ22U6ly25XZgZGqLqSxLTVd5jjSrlFqcpC8izttJUgvkjVT2fgXIpZNJFQYO5J%2Fw3x137fz0Tey788tCiNkqIuNAUdpUA1TpDbuPWUEHdSevZmn7mRaxL%2FzcE5GWAQho15ZT8nSu9YuydBRANb848YFiYq4AvogUBfiKBw8IPn1xhKyCNZtDUMzzQ8UW5wctJ407u5CmCTMf59x0joS8BKVyt8HA1H%2FelzzgPQ%2BspuZ36KudRgTB2lVR6HJ29lpacwBETc%2FTZFumNJaHzDAhhAEv0%2FvIlpVqCXG3nQIwka9QwSlM7yiMX57%2Fe7A40PfsCMkwD8wg3NfjbG9GmS%2BNhUMM56H7l9QV8IlbzJIpX9Nxm48f0Bwak5sixo7tHDp0OMYB8nYX29M2%2FQQJEvOtCA6PlP5fbVCrfHZKf%2BwA%2FyG0wk0mD6ARM48v5sTOju5%2BOurLGHfnxdrC7baAEVRIAtXVvMZ1%2BJuNL4hbxc%2FyE%2BfTt80xW7VHjF5zlP860qOnNp%2BMDpmORqOl6Pl7SdE7y2x2CpB1%2F6HsBOlWlcB5DG8cCZobhcuIeNSl3opBi1ZJI8iRaEIWI7igFwby4uecxcSoiGbtJIoembV65TrzPINZN4DAoV0BC25yK3ym8GbNDaE5n2KekHqTpGv8Ff6hlL%2FUPPHc5lc9g7kbFG3UpV4FDWg7I1%2F%2F6rPLb92Izo0JvUyXo3%2B1R8AIUgqwPsvlwPk9evTbJDLADuAn7Psf%2F3gv0yx9XwWa9YT%2Fxw3TlKp6gUyr2J%2B6eSwVa9XSNdw9tYr9sR8R13XcDWy%2BNHU1iVdQyBmrvooZBK2T1KalLHPBgBb3M1qfDAhy7V7nJgt7kpLsFN8zC126%2FCInJj5T%2FFbv4WV93JTwFKO%2F2xiYkVrq10zNjnmJ%2F7nVQJwtla9YR%2BIpvBmLzjvqEAz1b%2B1ha3vJLyG2%2BoFp6slZaCfJvMn1ANJSO3%2B7kD0NVuJJWEfHQ2LfngplttKFBhXsNUjFwRsZkylDO7JzbESMCMor4sRwMsI9oEj3dDcGbl0CLX0ybA2VWPSJ0w%3D%3D,NA,NA,NA,NA,NA,#467424668,Master-G,Auxiliar,NA,PARLANTE PORTATIL,NA,NA,NA,NA
1838, Parlante Cylinder Bluetooth Microlab / Eshopviña ,7.99,NA,0,2,12,666,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AROMATIZANTES+CHILE,https://articulo.mercadolibre.cl/MLC-489565556-parlante-cylinder-bluetooth-microlab-eshopvina-_JM,NA,NA,NA,NA,NA,#489565556,Microlab,NA,NA,Cylinder,6 W,NA,NA,NA
1839, Parlante Altavoz Bluetooth Bulldog Frances Variados Colores ,24.99,NA,0,96,6,4.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MAMI+HOUSE,https://articulo.mercadolibre.cl/MLC-491577299-parlante-altavoz-bluetooth-bulldog-frances-variados-colores-_JM,NA,NA,NA,NA,NA,#491577299,NA,NA,NA,NA,NA,21 cm,NA,Blanco
1840, Parlante Jbl Xtreme Rojo Nuevo ,169.99,NA,0,1,6,28.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ANTONIO_DMJ,https://articulo.mercadolibre.cl/MLC-497532150-parlante-jbl-xtreme-rojo-nuevo-_JM,NA,NA,NA,NA,NA,#497532150,JBL,NA,NA,Xtreme,40 W,NA,Pasivo,NA
1841, Parlante Portátil Bluetooth/usb/sd/fm Radio/aux S113 ,16.3,NA,1,100,6,2.717,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PUNTOSTORECHILE,https://articulo.mercadolibre.cl/MLC-452567788-parlante-portatil-bluetoothusbsdfm-radioaux-s113-_JM,NA,NA,NA,NA,NA,#452567788,NA,NA,NA,NA,NA,NA,NA,NA
1842, Smalody Sl-90h Barra De Sonido Bluetooth De Madera Altavoz ,12.219,NA,0,500,12,1.018,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TOMTOPWHOLESALECL,https://articulo.mercadolibre.cl/MLC-491087750-smalody-sl-90h-barra-de-sonido-bluetooth-de-madera-altavoz-_JM,NA,NA,NA,NA,NA,#491087750,Smalody,NA,NA,NA,NA,NA,NA,NA
1843, Parlante Activo Elevate Lp Mic Y Pedestal Probass ,109,NA,0,NA,6,18.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUCO1444135,https://articulo.mercadolibre.cl/MLC-467216542-parlante-activo-elevate-lp-mic-y-pedestal-probass-_JM,NA,NA,NA,NA,NA,#467216542,Pro Bass,RCA,NA,Elevate LP,NA,NA,NA,NA
1844, Parlante 8 Bluetooth Master-g Karaoke Spb8b ,39,NA,0,2,12,3.250,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MENE8438213,https://articulo.mercadolibre.cl/MLC-471318207-parlante-8-bluetooth-master-g-karaoke-spb8b-_JM,NA,NA,NA,NA,NA,#471318207,NA,Auxiliar,NA,NA,NA,NA,NA,NA
1845, Parlantes Bluetooth Tronsmart Element Force 40w ,58.99,NA,0,100,6,9.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CRISTCASTLE,https://articulo.mercadolibre.cl/MLC-487762607-parlantes-bluetooth-tronsmart-element-force-40w-_JM,NA,NA,NA,NA,NA,#487762607,Tronsmart,Auxiliar,5 g,NA,40 W,NA,NA,Negro
1846, Lp -09 Bar Sonar Subwoof Altavoz Bluetooth Casa Tv Eco Pared ,29.141,NA,0,200,12,2.428,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ANDOERCL,https://articulo.mercadolibre.cl/MLC-491503591-lp-09-bar-sonar-subwoof-altavoz-bluetooth-casa-tv-eco-pared-_JM,NA,NA,NA,NA,NA,#491503591,No Brand,NA,NA,no model,NA,NA,NA,NA
1847, Parlante Bluetooth Logitech X50 Color Gris Oferta!!! ,15,NA,10,28,6,2.500,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/REVOLUTIONGAMES.CL,https://articulo.mercadolibre.cl/MLC-446357408-parlante-bluetooth-logitech-x50-color-gris-oferta-_JM,1,0,0,0,0,#446357408,Logitech,NA,142 g,X50,3 W,97.5 mm,Activo,NA
1848, Parlante Bluetooth Philco 355 Bl Rojo Proglobal ,5.99,NA,0,3,6,998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-477046262-parlante-bluetooth-philco-355-bl-rojo-proglobal-_JM,NA,NA,NA,NA,NA,#477046262,Philco,NA,0.548 kg,355BL Rojo,NA,20 cm,NA,Rojo
1849, Parlante Bluetooth Sony Srs-xb21 Portable Wireless - Blue - ,76.591,NA,0,99,6,12.765,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-480687472-parlante-bluetooth-sony-srs-xb21-portable-wireless-blue--_JM,NA,NA,NA,NA,NA,#480687472,Sony,NA,NA,SRS-XB21,NA,NA,Activo,NA
1850, Parlante Bluetooth Svs Prime Wireless (piano Black Gloss) ,602.967,NA,0,99,6,100.494,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-480688431-parlante-bluetooth-svs-prime-wireless-piano-black-gloss-_JM,NA,NA,NA,NA,NA,#480688431,SVS,NA,NA,NA,NA,NA,NA,NA
1851, 10w Altavoz Bluetooth Sin Hilos Barra De Sonido Subwoofer Ba ,11.201,NA,0,3,12,933,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONICSSHOPCL,https://articulo.mercadolibre.cl/MLC-492934420-10w-altavoz-bluetooth-sin-hilos-barra-de-sonido-subwoofer-ba-_JM,NA,NA,NA,NA,NA,#492934420,NewRixing,NA,NA,NA,NA,NA,NA,NA
1852, Parlante Portátil Bluetooth Yamaha Wx-030 ( 2 Unidades ) ,399.99,459.990,NA,3,6,66.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=393,https://articulo.mercadolibre.cl/MLC-493650236-parlante-portatil-bluetooth-yamaha-wx-030-2-unidades--_JM,NA,NA,NA,NA,NA,#493650236,Yamaha,NA,3 kg,Parlante Portátil Bluetooth Yamaha Wx-030 ( 2 Unidades ),30 W,NA,Activo,NA
1853, Parlante Jbl Xtreme 2 Azul ,299.99,NA,NA,2,6,49.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ADMINISTRADORA+ADP?brandId=209,https://articulo.mercadolibre.cl/MLC-499479401-parlante-jbl-xtreme-2-azul-_JM,NA,NA,NA,NA,NA,#499479401,JBL,NA,0.184 kg,Xtreme,40 W,NA,Pasivo,Azul
1854, Mini Parlante Despertador Manos Libre Bt T1 23342 Fernapet ,9.99,NA,0,20,6,1.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-462753937-mini-parlante-despertador-manos-libre-bt-t1-23342-fernapet-_JM,NA,NA,NA,NA,NA,#462753937,NA,NA,NA,NA,NA,NA,NA,NA
1855, Jbl Parlante Portátil Pulse 3 Bluetooth - Blanco ,169.99,252.190,6,4,6,28.332,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/ONDAPROCL,https://articulo.mercadolibre.cl/MLC-456755737-jbl-parlante-portatil-pulse-3-bluetooth-blanco-_JM,2,0,0,0,0,#456755737,JBL,NA,NA,Pulse 3,NA,NA,NA,NA
1856, Jbl Charge 4 Bluetooth Inalmbrico Porttil 4.2 Streaming ,160.335,NA,0,200,12,13.361,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/RCMOMENTCL,https://articulo.mercadolibre.cl/MLC-494205305-jbl-charge-4-bluetooth-inalmbrico-porttil-42-streaming-_JM,NA,NA,NA,NA,NA,#494205305,JBL,NA,NA,Charge 4,NA,NA,NA,NA
1857, Jbl Flip4 Parlante Bluetooth Rojo Envío Gratis -electroplay ,79.89,NA,0,6,12,6.658,NA,Envío gratis a todo el país,NA,NA,4.4,17,https://perfil.mercadolibre.cl/ELECTROPLAY+OFICIAL,https://articulo.mercadolibre.cl/MLC-460558391-jbl-flip4-parlante-bluetooth-rojo-envio-gratis-electroplay-_JM,10,5,1,1,0,#460558391,JBL,NA,515 g,Flip 4,16 W,NA,Activo,Negro
1858, Parlanten Mini Portatil Bluetooth Radio Fm Sd Usb Bateria ,7.999,NA,0,100,6,1.333,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-448426855-parlanten-mini-portatil-bluetooth-radio-fm-sd-usb-bateria-_JM,NA,NA,NA,NA,NA,#448426855,NA,NA,NA,NA,NA,NA,NA,NA
1859, Parlante Bazooka Philco 20w Usb Sd Aux Recargab / Superstore ,10.69,NA,1,55,6,1.782,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUPERSTORECHILE,https://articulo.mercadolibre.cl/MLC-452659771-parlante-bazooka-philco-20w-usb-sd-aux-recargab-superstore-_JM,NA,NA,NA,NA,NA,#452659771,Philco,NA,NA,NA,20 W,NA,NA,Azul
1860, Smalody Bluetooth 4.2 Soundbar Led Altavoces Casa Teatro 10w ,15.653,NA,0,200,12,1.304,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DRONESTORECL,https://articulo.mercadolibre.cl/MLC-494506346-smalody-bluetooth-42-soundbar-led-altavoces-casa-teatro-10w-_JM,NA,NA,NA,NA,NA,#494506346,Smalody,NA,NA,no model,NA,NA,NA,NA
1861," Ds2 Parlante Jamo Portable Bluetooth, Microsd Y Fm ",24.99,49.990,19,3,6,4.165,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MUSICWORLDCHILE?brandId=183,https://articulo.mercadolibre.cl/MLC-453772618-ds2-parlante-jamo-portable-bluetooth-microsd-y-fm-_JM,1,0,0,0,0,#453772618,Jamo,NA,0.18 kg,NA,NA,NA,NA,NA
1862, Parlante Portátil Bluetooth 16w Usb Aux Irt ,33.9,NA,0,20,6,5.650,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CLICKBOX_OFERTAS,https://articulo.mercadolibre.cl/MLC-463696474-parlante-portatil-bluetooth-16w-usb-aux-irt-_JM,NA,NA,NA,NA,NA,#463696474,IRT,NA,2.36 kg,NA,16 W,22.5 cm,NA,Negro
1863, Parlante Bluetooth Kraken ,19.98,NA,0,3,12,1.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALBERTOANDRES_GAL,https://articulo.mercadolibre.cl/MLC-492132769-parlante-bluetooth-kraken-_JM,NA,NA,NA,NA,NA,#492132769,22N,NA,NA,NA,5 W,NA,NA,Negro
1864, Parlante Marshall Stockwell :::oferta:::envio Gratis::::::: ,159,NA,0,2,6,26.500,NA,Envío gratis a todo el país,NA,NA,5,5,https://perfil.mercadolibre.cl/IMPORTADORABON,https://articulo.mercadolibre.cl/MLC-499891633-parlante-marshall-stockwell-ofertaenvio-gratis-_JM,4,0,0,0,0,#499891633,Marshall,NA,NA,Stockwell,27 W,NA,Activo,NA
1865, Lp -09 Bar Sonar Subwoof Altavoz Bluetooth Casa Tv Eco Pared ,56.771,NA,0,200,12,4.731,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BESTDISCOUNTSTORECL,https://articulo.mercadolibre.cl/MLC-497345130-lp-09-bar-sonar-subwoof-altavoz-bluetooth-casa-tv-eco-pared-_JM,NA,NA,NA,NA,NA,#497345130,No Brand,NA,NA,No Model,NA,NA,NA,NA
1866, Parlante Portatil Gbass Master-g Bluetooth Usb / Tec. J&j ,16.99,NA,51,15,12,1.416,NA,Envío gratis a todo el país,NA,NA,4,4,https://perfil.mercadolibre.cl/TECNOLOGIAJYJ,https://articulo.mercadolibre.cl/MLC-448627137-parlante-portatil-gbass-master-g-bluetooth-usb-tec-jj-_JM,3,0,0,0,1,#448627137,Master-G,NA,0.3 kg,GBASS,6 W,NA,NA,NA
1867, Parlante Bluetooth New Bazooka Green E ,7,NA,0,10,6,1.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/APARATITOS+ONLINE,https://articulo.mercadolibre.cl/MLC-497667545-parlante-bluetooth-new-bazooka-green-e-_JM,NA,NA,NA,NA,NA,#497667545,Green E,NA,NA,New Bazooka,NA,NA,NA,NA
1868, Parlante Sound Bar Bluetooth Barra Line In Usb 24w Irt ,39.99,NA,0,2,6,6.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GANESHELECTRONICS,https://articulo.mercadolibre.cl/MLC-499869094-parlante-sound-bar-bluetooth-barra-line-in-usb-24w-irt-_JM,NA,NA,NA,NA,NA,#499869094,IRT,NA,NA,NA,24 W,NA,NA,NA
